"Utility Type","Utility Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Total Usage"
"Investor owned utility","Avista Energy","1990","       0.369578","       6.313399","       0.073586","       0.085025","       0.045375","       0.004280","       6.891243"
"Investor owned utility","Avista Energy","1991","       0.560144","       8.144458","       0.087864","       0.104610","       0.077469","       2.579659","      11.554204"
"Investor owned utility","Avista Energy","1992","       0.271268","       1.902593","       0.008313","       0.051262","       0.063450","      10.812174","      13.109060"
"Investor owned utility","Avista Energy","1993","       0.213678","       4.299482","       0.008684","       0.069260","       0.090162","      12.818661","      17.499927"
"Investor owned utility","Avista Energy","1994","       0.194227","       6.206893","       0.007132","       0.036190","       0.095604","      12.174947","      18.714993"
"Investor owned utility","Avista Energy","1995","       0.000000","       5.332824","       0.000000","       0.000000","       0.000000","      12.174947","      17.507771"
"Investor owned utility","Avista Energy","1996","       0.000000","       7.411690","       0.000000","       0.000000","       0.000000","      12.818661","      20.230351"
"Investor owned utility","Avista Energy","1997","       0.000000","       5.658733","       0.013798","       0.000000","       0.000000","      13.000000","      18.672531"
"Investor owned utility","Avista Energy","1998","       0.000000","       4.876358","       0.000000","       0.000000","       0.000000","      14.099829","      18.976187"
"Investor owned utility","Avista Energy","1999","       0.000000","       4.689475","       0.000000","       0.000000","       0.000000","      14.099829","      18.789304"
"Investor owned utility","Avista Energy","2000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      14.099829","      14.099829"
"Investor owned utility","Avista Energy","2001","       0.000000","       5.408141","       0.000000","       0.000000","       0.000000","      14.099829","      19.507970"
"Investor owned utility","Avista Energy","2002","       0.000000","       4.969353","       0.000000","       0.000000","       0.000000","      14.522613","      19.491966"
"Investor owned utility","Avista Energy","2003","       0.000000","       2.567533","       0.000000","       0.000000","       0.000000","      14.505796","      17.073329"
"Investor owned utility","Avista Energy","2004","       0.000000","       1.105978","       0.000000","       0.000000","       0.000000","      14.977843","      16.083821"
"Investor owned utility","Avista Energy","2005","       0.000000","       2.155420","       0.000000","       0.000000","       0.000000","      15.683306","      17.838726"
"Investor owned utility","Pacific Gas and Electric Company","1990","      61.259016","     718.750545","      45.895931","    1649.445259","      78.667896","    2090.922696","    4644.941343"
"Investor owned utility","Pacific Gas and Electric Company","1991","      59.580293","     739.700738","      48.008684","    1512.418893","      77.874435","    2152.320659","    4589.903702"
"Investor owned utility","Pacific Gas and Electric Company","1992","      51.612793","     672.086111","      45.084345","    1423.432442","      69.205558","    1944.906763","    4206.328012"
"Investor owned utility","Pacific Gas and Electric Company","1993","      59.209961","     700.433199","      45.895071","    1485.862698","      72.923337","    2107.687277","    4472.011543"
"Investor owned utility","Pacific Gas and Electric Company","1994","      54.475122","     767.324843","      45.474400","    1509.942928","      62.881277","    2154.249894","    4594.348464"
"Investor owned utility","Pacific Gas and Electric Company","1995","      48.093248","     716.686458","      37.671411","    1679.898869","      64.848317","    1942.747888","    4489.946191"
"Investor owned utility","Pacific Gas and Electric Company","1996","      54.345756","     713.559923","      42.954175","    1831.916635","      35.444684","    1957.774142","    4635.995315"
"Investor owned utility","Pacific Gas and Electric Company","1997","      54.741383","     725.019119","      47.129959","    1885.271860","      17.645710","    1960.534257","    4690.342288"
"Investor owned utility","Pacific Gas and Electric Company","1998","      63.393403","     820.319100","      46.501569","    1704.271728","      30.939416","    2238.733683","    4904.158899"
"Investor owned utility","Pacific Gas and Electric Company","1999","      71.362972","     857.832715","      50.037701","    1621.708618","      21.079319","    2401.441708","    5023.463033"
"Investor owned utility","Pacific Gas and Electric Company","2000","      62.693640","     868.076515","      53.796979","    1745.472056","      26.068587","    2162.532211","    4918.639988"
"Investor owned utility","Pacific Gas and Electric Company","2001","      54.764540","     748.754995","      58.155053","    1752.114975","      34.362130","    1951.741438","    4599.893131"
"Investor owned utility","Pacific Gas and Electric Company","2002","      53.913295","     835.253432","      32.418103","    1376.991337","      14.862509","    2067.982547","    4381.421223"
"Investor owned utility","Pacific Gas and Electric Company","2003","      72.489468","     864.164310","      44.919280","    1436.911320","      14.690499","    2027.231638","    4460.406515"
"Investor owned utility","Pacific Gas and Electric Company","2004","      64.776273","     938.020108","      60.572608","    2001.197991","      45.505395","    2056.157312","    5166.229687"
"Investor owned utility","Pacific Gas and Electric Company","2005","      40.718570","     878.865608","      60.439724","    1708.411648","      76.425518","    1978.037595","    4742.898663"
"Investor owned utility","Pacific Gas and Electric Company","2006","      40.868034","     903.525835","      57.591597","    1771.759658","      27.216882","    2005.128405","    4806.090411"
"Investor owned utility","Pacific Gas and Electric Company","2007","      46.064763","     869.828087","      48.996954","    1503.191696","      36.283211","    2023.350451","    4527.715162"
"Investor owned utility","Pacific Gas and Electric Company","2008","      43.703571","     895.101632","      48.682026","    1587.636193","      44.690510","    2058.144071","    4677.958003"
"Investor owned utility","Pacific Gas and Electric Company","2009","      36.754802","     878.447240","      46.531055","    1521.874688","      40.618771","    2045.634989","    4569.861545"
"Investor owned utility","Pacific Gas and Electric Company","2010","      34.679814","     893.591996","      47.472219","    1531.670897","      53.407344","    2058.987233","    4619.809503"
"Investor owned utility","Pacific Gas and Electric Company","2011","      37.122481","     898.934894","      49.899410","    1611.418719","      49.802161","    2131.276003","    4778.453668"
"Investor owned utility","Pacific Gas and Electric Company","2012","      36.993811","     909.278706","      50.779555","    1701.368635","      25.032943","    2007.870309","    4731.323959"
"Investor owned utility","Pacific Gas and Electric Company","2013","      38.919450","     917.991567","      50.387588","    1700.494414","      19.657697","    2053.767912","    4781.218628"
"Investor owned utility","Pacific Gas and Electric Company","2014","      34.091595","     809.516306","      59.732243","    1776.998174","      56.375403","    1665.154231","    4401.867952"
"Investor owned utility","Pacific Gas and Electric Company","2015","      34.473832","     816.952330","      59.242270","    1762.364592","      56.187360","    1689.897545","    4419.117929"
"Investor owned utility","Pacific Gas and Electric Company","2016","      36.082045","     842.909924","      63.120691","    1809.611046","      69.707912","    1745.525771","    4566.957389"
"Investor owned utility","Pacific Gas and Electric Company","2017","      36.369358","     864.897619","      67.958641","    1701.269664","     170.815491","    1873.364268","    4714.675041"
"Investor owned utility","Pacific Gas and Electric Company","2018","      37.224235","     899.083589","      58.951219","    1775.341473","     190.215912","    1832.780296","    4793.596724"
"Investor owned utility","Pacific Gas and Electric Company","2019","      34.308201","     926.594083","      61.613899","    1847.153140","     169.629086","    1902.790917","    4942.089326"
"Investor owned utility","San Diego Gas and Electric Company","1990","       6.465501","     115.689617","      19.782419","      33.377237","       5.275806","     337.914904","     518.505484"
"Investor owned utility","San Diego Gas and Electric Company","1991","       5.508229","     108.585916","      17.540253","      32.895564","       6.252320","     335.282095","     506.064377"
"Investor owned utility","San Diego Gas and Electric Company","1992","       7.152526","     120.222353","      16.089961","      37.402030","       5.348272","     313.662931","     499.878073"
"Investor owned utility","San Diego Gas and Electric Company","1993","       8.318277","     109.249435","      18.627408","      32.881846","       3.664810","     327.053252","     499.795028"
"Investor owned utility","San Diego Gas and Electric Company","1994","       6.148935","     129.576699","      19.990824","      36.180987","       3.646114","     343.816395","     539.359954"
"Investor owned utility","San Diego Gas and Electric Company","1995","       6.426980","     130.624737","      21.225959","      36.995588","       3.211763","     316.193149","     514.678176"
"Investor owned utility","San Diego Gas and Electric Company","1996","       8.024890","     126.661430","      19.167658","      35.462285","       2.412072","     317.043317","     508.771652"
"Investor owned utility","San Diego Gas and Electric Company","1997","       8.534432","     129.334042","      17.573042","      36.964057","       1.747180","     311.537610","     505.690363"
"Investor owned utility","San Diego Gas and Electric Company","1998","       7.524642","     132.006643","      18.357059","      38.509521","       1.488415","     323.967176","     521.853456"
"Investor owned utility","San Diego Gas and Electric Company","1999","       8.333557","     134.679134","      18.845981","      39.765699","       1.733074","     336.396742","     539.754187"
"Investor owned utility","San Diego Gas and Electric Company","2000","       6.227875","     137.357375","      15.445713","      40.023935","       1.880000","     340.240000","     541.174898"
"Investor owned utility","San Diego Gas and Electric Company","2001","       7.581935","     146.943196","      19.551157","      38.499741","       2.256915","     358.451478","     573.284422"
"Investor owned utility","San Diego Gas and Electric Company","2002","       8.510706","     151.446071","      16.668415","      40.292065","       2.579734","     357.085936","     576.582927"
"Investor owned utility","San Diego Gas and Electric Company","2003","       6.986070","     158.469537","      22.705430","      34.552888","       2.640048","     339.758169","     565.112142"
"Investor owned utility","San Diego Gas and Electric Company","2004","       6.479669","     159.938061","      20.469130","      32.595645","       5.280627","     357.529295","     582.292427"
"Investor owned utility","San Diego Gas and Electric Company","2005","       5.268024","     158.779520","      20.887146","      29.463841","       5.267161","     335.134761","     554.800453"
"Investor owned utility","San Diego Gas and Electric Company","2006","       4.896827","     153.667565","      24.987423","      30.306846","       4.812415","     345.376492","     564.047568"
"Investor owned utility","San Diego Gas and Electric Company","2007","       4.448082","     155.353126","      23.666580","      27.240795","       4.397036","     331.901692","     547.007311"
"Investor owned utility","San Diego Gas and Electric Company","2008","       3.856334","     155.221689","      24.250213","      29.010872","       4.333882","     324.692766","     541.365756"
"Investor owned utility","San Diego Gas and Electric Company","2009","       4.139821","     149.924455","      21.128580","      27.533102","       3.409723","     308.734009","     514.869690"
"Investor owned utility","San Diego Gas and Electric Company","2010","       4.013767","     163.459737","      22.499816","      24.673348","       3.700995","     337.881818","     556.229481"
"Investor owned utility","San Diego Gas and Electric Company","2011","       4.443822","     156.336539","      16.556732","      21.169590","       3.402721","     326.910505","     528.819909"
"Investor owned utility","San Diego Gas and Electric Company","2012","       4.831806","     155.822779","      16.928552","      22.155963","       3.782335","     311.143539","     514.664974"
"Investor owned utility","San Diego Gas and Electric Company","2013","       4.041873","     162.281849","      17.351108","      21.736174","       3.925650","     318.269246","     527.605900"
"Investor owned utility","San Diego Gas and Electric Company","2014","       2.425122","     153.116827","      15.007570","      20.460825","       3.433500","     256.548716","     450.992560"
"Investor owned utility","San Diego Gas and Electric Company","2015","       2.415126","     153.193840","      17.165002","      20.832651","       3.519448","     255.613587","     452.739654"
"Investor owned utility","San Diego Gas and Electric Company","2016","       3.134443","     158.536517","      17.631777","      21.347452","       3.149995","     268.964313","     472.764497"
"Investor owned utility","San Diego Gas and Electric Company","2017","       3.195573","     163.243384","      17.149325","      20.101224","       3.349949","     272.779657","     479.819112"
"Investor owned utility","San Diego Gas and Electric Company","2018","       3.888411","     166.691454","      23.432984","      20.348162","       3.636736","     264.499464","     482.497211"
"Investor owned utility","San Diego Gas and Electric Company","2019","       4.910633","     175.932144","      24.198474","      21.263997","       3.835372","     303.739146","     533.879766"
"Investor owned utility","Southern California Gas Company","1990","      56.225745","     757.807830","      57.704821","    1069.731295","     586.272344","    2629.347513","    5157.089548"
"Investor owned utility","Southern California Gas Company","1991","      52.071269","     745.344480","      99.810442","    1022.572779","     687.149434","    2648.625602","    5255.574006"
"Investor owned utility","Southern California Gas Company","1992","      51.518181","     724.435596","      67.804312","     951.678537","     761.909986","    2588.314743","    5145.661355"
"Investor owned utility","Southern California Gas Company","1993","      47.796039","     740.810545","      56.299388","    1004.075301","     503.058815","    2565.187229","    4917.227317"
"Investor owned utility","Southern California Gas Company","1994","      56.357882","     734.590052","      55.197734","    1071.316558","     403.014300","    2611.052146","    4931.528672"
"Investor owned utility","Southern California Gas Company","1995","      51.522362","     693.607819","      87.919120","    1041.793861","     382.850094","    2410.586439","    4668.279695"
"Investor owned utility","Southern California Gas Company","1996","      58.417149","     736.227255","     111.278847","    1503.418999","     453.671783","    2433.092666","    5296.106699"
"Investor owned utility","Southern California Gas Company","1997","      65.316206","     724.571691","      92.314483","    1471.939227","     459.655977","    2394.473444","    5208.271028"
"Investor owned utility","Southern California Gas Company","1998","      68.384429","     816.329124","      69.923177","    1607.887481","     556.964984","    2759.559686","    5879.048881"
"Investor owned utility","Southern California Gas Company","1999","      84.673706","     849.103295","      71.356356","    1675.044599","     470.068159","    2814.074637","    5964.320752"
"Investor owned utility","Southern California Gas Company","2000","      89.486870","     817.969588","      62.600687","    1648.298551","     522.229815","    2588.307381","    5728.892892"
"Investor owned utility","Southern California Gas Company","2001","      73.940461","     836.105907","      63.712441","    1450.436002","     359.742990","    2657.165871","    5441.103672"
"Investor owned utility","Southern California Gas Company","2002","      83.996285","     848.659945","      93.813903","    1557.837411","     485.457051","    2623.334812","    5693.099407"
"Investor owned utility","Southern California Gas Company","2003","      99.005668","     870.788073","      73.544271","    1436.897987","     483.985404","    2466.931381","    5431.152784"
"Investor owned utility","Southern California Gas Company","2004","     101.360961","     929.089297","      73.683620","    1461.171573","     413.486558","    2616.039565","    5594.831574"
"Investor owned utility","Southern California Gas Company","2005","      84.830653","     921.440749","      73.874816","    1454.493226","     410.340444","    2434.097166","    5379.077054"
"Investor owned utility","Southern California Gas Company","2006","      85.818032","     898.033840","      69.731311","    1436.354735","     449.409576","    2497.883365","    5437.230859"
"Investor owned utility","Southern California Gas Company","2007","      86.176641","     913.756241","     104.954067","    1500.183114","     464.084532","    2523.035015","    5592.189610"
"Investor owned utility","Southern California Gas Company","2008","      82.586428","     882.106541","      52.121914","    1548.505762","     411.099601","    2480.170226","    5456.590472"
"Investor owned utility","Southern California Gas Company","2009","      78.805265","     864.316664","      50.141226","    1438.188405","     261.434154","    2441.832968","    5134.718682"
"Investor owned utility","Southern California Gas Company","2010","      66.107736","     897.950265","      47.786756","    1578.522566","     190.390062","    2532.645305","    5313.402690"
"Investor owned utility","Southern California Gas Company","2011","      62.906912","     913.794696","      47.357741","    1576.165094","     181.696105","    2564.730122","    5346.650670"
"Investor owned utility","Southern California Gas Company","2012","      70.698426","     897.347315","      48.385439","    1586.858398","     218.614808","    2385.642865","    5207.547251"
"Investor owned utility","Southern California Gas Company","2013","      72.987440","     920.639049","      48.753743","    1645.249104","     245.464696","    2473.321110","    5406.415142"
"Investor owned utility","Southern California Gas Company","2014","      72.052490","     842.243099","      48.721853","    1665.318317","     260.431446","    2010.345721","    4899.112926"
"Investor owned utility","Southern California Gas Company","2015","      73.562829","     851.161221","      49.542412","    1617.569115","     242.413480","    2037.961003","    4872.210060"
"Investor owned utility","Southern California Gas Company","2016","      77.039802","     892.508331","      56.758217","    1724.853152","     236.793253","    2136.193698","    5124.146453"
"Investor owned utility","Southern California Gas Company","2017","      69.433349","     895.861774","      72.182937","    1716.567095","     229.745824","    2158.052907","    5141.843886"
"Investor owned utility","Southern California Gas Company","2018","      77.610240","     912.978126","      74.368130","    1714.356280","     229.224854","    2147.387225","    5155.924855"
"Investor owned utility","Southern California Gas Company","2019","      72.529368","     947.846870","      81.925057","    1684.430931","     219.359345","    2418.619748","    5424.711319"
"Producer/Marketer","Aera Energy","1990","       0.072558","       0.001628","       0.000000","      40.359761","       0.000000","       0.000000","      40.433947"
"Producer/Marketer","Aera Energy","1997","       0.000000","       0.000000","       0.000000","       0.000000","     326.007328","       0.000000","     326.007328"
"Producer/Marketer","Aera Energy","1998","       0.000000","       0.000000","       0.000000","       0.000000","     395.334277","       0.000000","     395.334277"
"Producer/Marketer","Aera Energy","1999","       0.000000","       0.000000","       0.000000","       0.000000","     406.173279","       0.000000","     406.173279"
"Producer/Marketer","Aera Energy","2000","       0.000000","       0.000000","       0.000000","       0.000000","     397.274151","       0.000000","     397.274151"
"Producer/Marketer","Aera Energy","2001","       0.000000","       0.000000","       0.000000","       0.000000","      33.800507","       0.000000","      33.800507"
"Producer/Marketer","Aera Energy","2002","       0.000000","       0.000000","       0.000000","       0.000000","      32.652882","       0.000000","      32.652882"
"Producer/Marketer","Aera Energy","2003","       0.000000","       0.000000","       0.000000","       0.000000","      27.919937","       0.000000","      27.919937"
"Producer/Marketer","Aera Energy","2004","       0.000000","       0.000000","       0.000000","       0.000000","      28.272840","       0.000000","      28.272840"
"Producer/Marketer","Aera Energy","2005","       0.000000","       0.000000","       0.000000","       0.000000","      27.005393","       0.000000","      27.005393"
"Producer/Marketer","Aera Energy","2006","       0.000000","       0.000000","       0.000000","       0.000000","      22.465000","       0.000000","      22.465000"
"Producer/Marketer","Aera Energy","2007","       0.000000","       0.000000","       0.000000","       0.000000","      22.465000","       0.000000","      22.465000"
